name,field,subcategory,mbti
Youna Dufournet,Sports,Gymnastics,ISTP
Younès Belhanda,Sports,Football,ISFP
Youssef En-Nesyri,Sports,Football,ESFP
Yu Darvish,Sports,Baseball,ISFP
Yuji Nishida,Sports,Volleyball,ESTP
Yuki Ishikawa,Sports,Volleyball,INFJ
Yuki Tsunoda,Sports,Autosport,ISFP
Yuli Gurriel,Sports,Baseball,ISFP
Yulia Lipnitskaya,Sports,Ice skating,ISTJ
Yulimar Rojas,Sports,Track & Field,ESFP
Yuma Kagiyama,Sports,Ice skating,ISTJ
Yuri Alberto,Sports,Football,ESTP
Yuri van Gelder,Sports,Gymnastics,ESTP
Yusei Kikuchi,Sports,Baseball,ISTP
Yushin Okami,Sports,MMA,ENFP
Yuto Horigome,Sports,Skateboarding,ISFJ
Yuto Nagatomo,Sports,Football,ESTP
"Yuval ""Shamla"" Shemla",Sports,Climbing,ESFJ
Yuzuru Hanyu,Sports,Ice skating,ISFP
Za'darius Smith,Sports,Football,ENTP
Zabit Magomedsharipov,Sports,MMA,ISFP
Zach Gormley,Sports,Other Talented Individuals,INFJ
Zach LaVine,Sports,Basketball,ISTP
Zach Parise,Sports,Hockey,ESFJ
Zach Plesac,Sports,Baseball,ISFP
Zach Randolph,Sports,Basketball,ESTP
Zach Wilson,Sports,Football,ISFP
Zack Britton,Sports,Baseball,ISTJ
Zack Greinke,Sports,Baseball,INTP
Zack Jennings,Sports,Bodybuilding,ISTP
Zack Ryder,Sports,Wrestling,ESFP
Zack Wheeler,Sports,Baseball,ISFJ
Zak Brown,Sports,Autosport,ESTP
Zakaria Aboukhlal,Sports,Football,INFJ
Zbigniew Boniek,Sports,Football,ESTJ
Zbigniew Pakleza,Sports,Chess,ENTJ
Zé Elias,Sports,Football,INTP
Zehra Güneş,Sports,Volleyball,ISFJ
Zelina Vega,Sports,Wrestling,ENTJ
Zhang Jike,Sports,Table Tennis,ISTP
Zhang Weili,Sports,MMA,ISFP
Zhang Yining,Sports,Table Tennis,ISTP
Zico,Sports,Football,ESTP
Zinédine Zidane,Sports,Football,ISTP
Zinho,Sports,Football,ISTJ
Zion Williamson,Sports,Basketball,ISFJ
Zlatan Ibrahimovic,Sports,Football,ESTP
Zuzanna Górecka,Sports,Volleyball,ESFJ
Zvjezdan Misimovic,Sports,Football,INFJ
"Žydrunas Savickas ""Big Z""",Sports,Weightlifting & Strongmen,ISTP
14th Dalai Lama,Politics,International Leaders,INFP
Al Sharpton,Politics,International Leaders,ESTP
Desmond Tutu,Politics,International Leaders,ENFJ
Kurt Tepperwein,Politics,International Leaders,INFJ
Maharishi Mahesh Yogi,Politics,International Leaders,ENFP
Mata Amritanandamayi (Amma The Hugging Saint),Politics,International Leaders,ENFJ
Öykü Miray Yazıcı,Politics,International Leaders,INFP
Patriarch Kirill,Politics,International Leaders,ESTP
Ravi Shankar ,Politics,International Leaders,ENFJ
Romildo Ribeiro Soares (R. R. Soares),Politics,International Leaders,ESFJ
Sadhguru Jaggi Vasudev,Politics,International Leaders,ENFJ
Sai Baba of Shirdi,Politics,International Leaders,INFJ
Thích Nhất Hạnh,Politics,International Leaders,ISFP
"""Half Asian Lawyer"" Bill Richmond",Politics,Political Commentators,INTP
A. P. J. Abdul Kalam,Politics,Government,INTP
Aaron Schock,Politics,Government,ESFP
Abbie Hoffman,Activists,Activists,ENFP
Abdalá Bucaram,Politics,Government,ENFP
Abdel Fattah el-Sisi,Politics,Government,ENFP
Abdelaziz Bouteflika,Politics,Government,ENFJ
Abdelmadjid Tebboune,Politics,Government,ESFJ
Abdias do Nascimento,Activists,Activists,ENTP
Abdul Hadi Awang,Politics,Government,ESTJ
Abdullah Gül,Politics,Government,ISFJ
Abdurrahman Wahid (Gus Dur),Politics,Government,INFJ
Abel Caballero,Politics,Government,ENFJ
Abhisit Vejjajiva,Politics,Government,ENTP
Abid Raja,Politics,Government,ENFP
Abigail Adams,Politics,First Ladies of the United States,ISFJ
Abraham Foxman,Politics,Government,ESTJ
Abraham Lincoln,Politics,Presidents of the USA,INTP
Abraham Weintraub,Politics,Government,ENTP
Abu Azrael (Iraq's Angel of Death),Politics,Government,ESTP
Abulfaz Elchibey,Politics,Government,ESTJ
ACM Neto,Politics,Government,ENFJ
AD Junior,Activists,Activists,ENFP
Ada Colau,Politics,Government,ENFP
Ada Cristina Munaretto,Politics,Government,ESTJ
Adam Bandt,Politics,Government,ENFJ
Adam Kokesh,Activists,Activists,ENFJ
Adelaide Oliveira,Politics,Government,ESTJ
Adian Napitupulu,Politics,Political Commentators,ESTJ
Adnan Khashoggi,Politics,Other Contemporary Political Figures,ENTJ
Adolf Hitler Uunona,Politics,Government,INFJ
Adolfo Mesquita Nunes,Politics,Government,ENTP
Adolph Reed Jr.,Activists,Activists,INTJ
Adonis Georgiadis,Politics,Government,ESTP
Adrian Zandberg,Politics,Government,INFJ
Adrien Quatennens,Politics,Government,INTJ
Adrilles Jorge,Politics,Political Commentators,ENTP
Afeni Shakur,Activists,Activists,ENFJ
Agata Kornhauser-Duda,Politics,Government,ISFJ
Agnes Chow,Activists,Activists,INFP
Agus Harimurti Yudhoyono (AHY),Politics,Government,ISTJ
Agustín Laje Arrigoni,Politics,Other Contemporary Political Figures,INTP
Ahed Tamimi (عهد التميمي),Activists,Activists,ENTJ
Ahmad Alshugairi,Activists,Activists,INTJ
Ahmad Jannati,Politics,Government,ENFP
Ahmad Massoud,Politics,Government,ENTJ
Ahmet Davutoğlu,Politics,Government,ISTJ
Ahmet Necdet Sezer,Politics,Government,ISTJ
Ahn Cheol-soo,Politics,Government,INTP
Ailton Krenak,Activists,Activists,INFJ
Airlangga Hartarto,Politics,Government,INTJ
Ajamu Baraka,Politics,Government,INTP
Ajit Pai,Politics,Other Contemporary Political Figures,ISTJ
Akhmed Zakayev,Politics,Government,ESTJ
Al Franken,Politics,Government,ENTP
Al Gore,Politics,Government,ENTJ
Alaa Salah,Activists,Activists,INFP
Alain de Benoist,Politics,Political Commentators,INTP
Alain Juppé,Politics,Government,INTJ
Alain Soral,Politics,Political Commentators,ISTP
Alan Dershowitz,Politics,Other Contemporary Political Figures,ESTJ
Alan García,Politics,Government,ENTJ
Alan Greenspan,Politics,Government,INTP
Alan Jones,Politics,Political Commentators,ESTJ
Alastair Campbell,Politics,Government,ENTJ
Albert Rivera,Politics,Government,ESTP
Alberto Bagnai,Politics,Government,ENTJ
Alberto Davila,Politics,Government,ISTJ
Alberto Fernández,Politics,Government,ISTJ
Alberto Fujimori,Politics,Government,ENTP
Alberto Garzón,Politics,Government,INFP
Alberto Nisman,Politics,Other Contemporary Political Figures,ENTJ
Alberto Núñez Feijóo,Politics,Government,ISTJ
Aldrich Ames,Politics,Other Contemporary Political Figures,ENTP
Alejandro ‘Alito’ Moreno Cárdenas,Politics,Government,ESTP
Alejandro Cao de Benos,Politics,Government,INTJ
Alejandro García Padilla,Politics,Government,INFP
Alejandro Toledo,Politics,Government,ESTP
Aleksandar Vučić,Politics,Government,ESTJ
Aleksander Kwaśniewski,Politics,Government,ESFJ
Aleksandr Dugin,Politics,Political Commentators,INTJ
Aleksandr Dvornikov,Politics,Government,ISTJ
Alessandra Mussolini,Politics,Government,ESFP
Alessandro Di Battista,Politics,Government,ENFP
Alessandro Orsini,Politics,Political Commentators,INTJ
Alex Jones,Politics,Political Commentators,ENFP
Alex Stein,Politics,Political Commentators,ENTP
Alex Vanopslagh,Politics,Government,INTJ
Alexander De Croo,Politics,Government,ESFJ
Alexander Gauland,Politics,Government,ISTJ
Alexander Litvinenko,Politics,Other Contemporary Political Figures,ISTP
Alexander Lukashenko,Politics,Government,ESTJ
Alexander Stubb,Politics,Government,ENTJ
Alexander Van der Bellen,Politics,Government,INFJ
Alexandre Frota,Politics,Government,ESTP
Alexandre Garcia,Politics,Political Commentators,ESFJ
Alexandre Kalil,Politics,Government,ESTJ
Alexandria Ocasio-Cortez,Politics,Government,ENFJ
Alexandros Panagoulis,Politics,Government,INFP
Alexei Navalny,Politics,Government,ENTJ
Alexei Venediktov,Politics,Political Commentators,ENTP
Alexey Podnebesny,Activists,Activists,INTJ
Alexis López Tapia,Activists,Activists,INTJ
Alexis Tsipras,Politics,Government,ENFJ
Alfred Ngaro,Politics,Government,ENFJ
Ali Akbar Raefipour,Activists,Activists,ENTP
Ali Babacan,Politics,Government,INTJ
Ali Gül,Politics,Other Contemporary Political Figures,ENTP
Ali Hakem (علي حاكم الميالي),Activists,Activists,INTJ
Ali İsmail Korkmaz,Activists,Activists,ENFJ
Ali Khamenei,Politics,Government,ESTJ
Ali Sadikin,Politics,Government,ENTJ
Ali Shariati,Politics,Government,INTJ
Alice Weidel,Politics,Government,ESTJ
Alicia Esteve Head,Politics,Other Contemporary Political Figures,ENFJ
Alicia Garza,Activists,Activists,ENFP
Alija Izetbegović,Politics,Government,ENTJ
Allan dos Santos (Terça Livre),Politics,Political Commentators,ENTP
Álvaro Uribe Vélez,Politics,Government,ISTJ
Amala Ekpunobi,Politics,Political Commentators,ISFP
Amanda Vettorazzo,Politics,Government,INTJ
Amir Peretz,Politics,Government,ENFP
Amit Shah,Politics,Government,INTJ
Ammar Campa-Najjar,Politics,Government,ENFJ
Amos Yee,Activists,Activists,ENTP
Amy Berman Jackson,Politics,Government,ISTJ
Amy Coney Barrett,Politics,Government,ISFJ
Amy Klobuchar,Politics,Government,ESTJ
Ana Brnabić,Politics,Government,ESTP
Ana Caroline Campagnolo,Politics,Government,ESTJ
Ana Navarro,Politics,Political Commentators,ESTJ
Ananda Mahidol,Politics,Government,ENTP
Anastassia Michaeli,Politics,Government,ESTJ
Anders Borg,Politics,Government,INTJ
Anders Lange,Politics,Government,ENTJ
Anders Tegnell,Politics,Government,INTJ
André Janones,Politics,Government,ENFP
André Marinho,Politics,Political Commentators,ENTJ
André Mendonça,Politics,Government,ISFJ
André Ventura,Politics,Government,ESTP
Andrea Matarazzo,Politics,Government,ISTJ
Andrej Babiš,Politics,Government,ENTJ
Andrej Danko,Politics,Government,INTP
Andrej Kiska,Politics,Government,ENFJ
Andrés Manuel López Obrador,Politics,Government,ESFJ
Andrew Breitbart,Politics,Political Commentators,ENTJ
Andrew Cuomo,Politics,Government,ENTJ
Andrew Jackson,Politics,Presidents of the USA,ESTP
